SENTENCE,LAST_WORD 
không tìm thấy kim cương,đen
nhưng tim đỏ bay phấp,phới
được rồi em đi dỡ đồ,đây
em,ơi
gì,hả
ôi,trời
hai người bị dính bùa gì,vậy
từ bao giờ hai người trở nên buồn nôn,thế
thật tuyệt khi cuối,cùng
cũng thấy cô ấy được thỏa,mãn
về cảm xúc tinh thần và tình dục,nhỉ
tôi cặp với cô ấy một năm,đấy
,ừ
mà thôi cuối tuần thế,nào
kinh khủng do lỗi của cậu tất đấy,nhé
tôi nghe theo lời khuyên ngu ngốc của,cậu
anh yêu anh rửa bát đi,nhé
lily anh vui vì em đã hỏi,thế
không và đây là lý,do
được,rồi
như thế này được,rồi
ừ,phải
em muốn anh ra kia rửa bát,đĩa
nhưng có khi anh muốn,em
vẽ lên trần nhà đúng,không
và có lẽ anh nên,bảo
ừ được thôi anh sẽ rửa,bát
nếu em leo lên đó,và
em vẽ tranh trẻ con cởi,truồng
lên trần nhà,đi
em biết không như,kiểu
tôi không biết chuyện gì xảy ra,nữa
tôi là luật,sư
tôi cãi nhau để kiếm,sống
nhưng khi đối mặt với,lily
tôi trở nên bối,rối
sao lại không được ý tôi,là
trên người cô ấy toàn mắt và,ngực
thế còn luận điểm anh đã rất,mệt
sau một ngày kiệt,sức
và anh muốn để chút năng,lượng
còn lại để em đắm mình trong tình,yêu
đúng ra tôi nên ghi,lại
nghe này lily,anh
anh kiếm được nhiều tiền hơn,em
cái gì,cơ
nhảy đi anh,xem
ôi,marshall
bạn,tôi
mọi thứ đều nghe có lý khi cậu,nói
nhưng khi tôi nói thì cãi nhau,to
và một khi lily và tôi đã cãi,nhau
trận cãi cọ bắt đầu đột biến và nhân,lên
rõ ràng mọi chuyện bắt,đầu
từ đống bát đĩa nhưng,rồi
thế ý anh,là
anh không cần phải rửa bát,đĩa
vì anh làm việc vất vả hơn em,à
được rồi ý anh không phải là,thế
nhưng đúng,thế
và đột,nhiên
bọn tôi cãi nhau,xem
ai làm việc vất vả,hơn
em dạy mẫu,giáo
em đang mài,dũa
các nhà lãnh đạo tương,lai
em ăn bánh quy và dán đồ,chơi
và rồi lôi thêm đầy chuyện để cãi,nhau
không thể tin được em thà bị,giết
cho đến khi số chuyện để cãi,nhau
vượt khỏi tầm kiểm,soát
nếu anh muốn đi vệ sinh nửa đêm canh,ba
một là bật đèn nhà tắm,lên
hai là ngồi,xuống
mẹ anh không ghét,em
mẹ anh tỏ ra trung lập với,em
anh không sợ biểu,cảm
giống phim the shining của,em
anh chỉ không cần nghe,thôi
đặc biệt vào buổi,đêm
danny không ở đây cô torrance,ạ
xin đừng làm,thế
trời lily chơi,bẩn
cô ấy nhỏ mà lươn lẹo như con,lửng
mà anh em cậu,bắt
rồi bỏ đói nó suốt năm,ngày
và nhét vào túi ngủ của,cậu
tôi nên về nhà và xin,lỗi
không điều cậu cần là phải vùng,lên
đấu tranh mạnh mẽ,hơn
hình dung đi,marshall
không bao giờ phải rửa,thêm
cái bát nào suốt đời,nữa
mà bát đĩa vẫn,sạch
chà việc này sẽ xua tan mọi âu,lo
khi cậu ăn,vặt
không cần phải giữ vạt,áo
để làm cái bát tạm,thời
cho bữa ăn vặt của,cậu
thế giới ấy là của cậu,marshall
đưa tay ra với,lấy
nhúng nó vào sốt ranch và thưởng,thức
cậu ấy nói,đúng
,không
ý tưởng ngu ngốc của barney mới là,thứ
kéo cậu xuống vũng lầy,này
không có chiến lược trốn thoát,đâu
đi rửa bát đĩa,đi
không chỗ bát đĩa đó là khí khái của,tôi
và nếu tôi muốn để khí khái của,mình
dơ bẩn trong,bồn
đóng cặn sốt cà chua và mì,ý
cậu ăn cái gì,thế
thì khỉ thật đó là quyền của,tôi
tôi sẽ rửa sạch khí khái của,mình
khi tôi ổn và sẵn,sàng
chỗ nào anh ấy không,ngồi
này,barnstormer
này ro,ro
được rồi giờ còn có biệt danh đáng yêu,à
thực sự đấy hai người có chuyện gì,vậy
không gì cả bọn em chỉ vui vẻ,thôi
như gandhi đã,nói
nụ cười đâu mất gì,cưng
tôi không chắc cậu biết gandhi là,ai
thế ted anh nói chuyện với hàng xóm,chưa
rồi nói,rồi
anh đi lên lầu sẵn sàng làm cho ra,nhẽ
họ già rồi,à
rất,già
thế anh đã làm,gì
anh không đành lòng bảo họ dừng,lại
vì tốt cho họ,mà
thế là anh chào mừng họ đến tòa,nhà
ăn miếng kẹo,cứng
gật đầu lịch sự khi nghe mấy câu,đùa
kỳ thị sắc tộc và bỏ,đi
mấy ngày,sau
barney và,robin
tiếp tục hạnh phúc hơn bao giờ,hết
còn marshall và lily tiếp tục cãi,nhau
anh không quan tâm bát đĩa rửa xong,chưa
nhé nếu em quan tâm đi mà,rửa
tốt em không quan,tâm
anh có lên đỉnh,không
anh quan tâm đi mà,làm
anh sống 18 năm không cần phụ,nữ
anh có thể làm lại,được
anh có lẽ phải thế,đấy
và bố tiếp tục nghe kèn túi nhiều,hơn
cả lễ diễu hành ngày thánh,patty
tôi không biết làm gì,hết
lily và tôi chưa bao,giờ
cãi nhau lâu thế,này
cứ như tôi không tồn tại,vậy
sáng chủ nhật cô ấy làm bánh kếp ted,ạ
bánh kếp và thịt ba chỉ hun,khói
đó là lỗi của cậu cậu nghe lời,khuyên
chuyện tình cảm từ,barney
có lẽ barney đã tìm ra cách,rồi
cậu ấy và ro ro là cặp,đôi
hạnh phúc nhất lúc,này
lily và tôi bị hạ bệ,rồi
cậu biết không tôi không tin,đâu
mấy cái trò sến súa đáng yêu,đó
họ không như,thế
và tôi biết rằng robin ghét biệt danh,lắm
cảm ơn robbsy,wobbsy
ừ em không thích biệt,danh
đọc xong trang thể thao chưa,sherbs
nghiêm túc đấy dừng lại,đi
chào robin đây là t,mose
ừ em cũng không thích anh có,đâu
rõ ràng giờ cô ấy rất thích,chúng
và thôi nào ai đó cần,phải
chấm dứt cái tên t mose,chứ
không t mose hay,mà
tôi đang muốn đem nó quay,lại
tiếng kèn túi hôm nay nghe lạ,nhỉ
toàn vang,thôi
ừ họ ở trong nhà,tắm
tôi nghĩ họ đang thổi,kèn
trên cái ghế ngồi,tắm
và cứ,thế
bố đã tìm ra cách lật tẩy barney và,robin
ồ này ted marshall và lily thế nào,rồi
em rất lo lắng về hai người đó thực,sự
em và trái tim vĩ đại của,em
thôi đủ rồi vở kịch kết,thúc
ted ý cậu là,sao
anh này là,ai
chúng ta nói,sau
thấy không tôi biết có gì đó sai,sai
hai người quá hạnh,phúc
quá chói lóa quá nhiều biệt,danh
rất vô,lý
hai người không cãi nhau bao,giờ
cái rắm,ấy
hai người cãi nhau suốt,ngày
sao anh biết,được
phil kể anh,nghe
phil là,ai
hàng xóm tầng dưới của các,người
xin chào tôi là phil căn,12b
và anh ấy đã nghe thấy tất,cả
vậy là phil kể tôi,nghe
rằng ro ro và,barnstormer
cãi nhau như cơm,bữa
có gì để giải thích,không
được rồi mọi chuyện vẫn tốt,đẹp
kỹ thuật tránh cãi nhau của bọn,tôi
hoạt động hoàn,hảo
đến khi bọn tôi đi trượt,tuyết
cuối tuần,trước
thế là anh cho marshall,thấy
luận điểm của lily thật điên,rồ
và giờ cậu ấy sẽ chẳng phải rửa bát,nữa
đập tay,nào
đúng là lời khuyên kinh,khủng
sao hả em ủng hộ lily à,em
ôi không bọn mình sắp cãi nhau,rồi
và mình không chạy đi,được
mình không cởi đồ ra,được
trên này lạnh,quá
mình sẽ bị hạ thân nhiệt,mất
có lẽ mình nhảy,được
có lẽ cởi quần thôi cũng,được
chuyện tránh cãi nhau kết thúc rồi,nhỉ
em nghĩ,thế
sao,em
không,ngờ
ủng hộ,lily
anh để,lily
cãi,nhau
cậu ấy thấp,hơn
và không chỉ dừng lại ở,đó
bọn tôi cãi nhau suốt từ hôm,ấy
tất cả những vụ cãi cọ bọn em luôn,tránh
chúng quay lại,hết
túi quần,lót
cái cà vạt robin sát,hại
máy quay nhỏ em tìm thấy ở đầu,giường
đó là cách mà chàng tiền vệ luôn sắc,nét
sáng thứ hai anh ấy ngồi lên túi,đá
và nghiên cứu cuốn băng trò,chơi
lần cuối,nhé
em đừng,cố
dùng,số
được như,anh
và nghiên cứu,bóng
vẫn,ghê
tôi biết mà tôi biết hai người chỉ giả,vờ
dễ thương và hoàn hảo,mà
nghe này bọn tôi chỉ phát,chán
việc mọi người chỉ,trỏ
rằng chúng tôi dở,tệ
trong chuyện tình cảm thế,nào
đúng thật tuyệt khi được,làm
cặp đôi hoàn hảo một,lát
tôi biết hai người nói dối,mà
hai người phải tỉnh,lắm
mới giấu được t mose,đây
thôi,đi
marshall bữa tối xong,rồi
em có làm gì cho anh,không
không nhưng là món anh thích,đấy
này bọn tôi cần lời khuyên của,cậu
thế là barney và robin kể,cho
lily và marshall về vụ cãi,nhau
và hãy cứ cho là nếu đem ra so,sánh
thì vụ bát đĩa của cô chú ấy còn hiền,lắm
rồi cuối,cùng
lily và marshall đều,có
phản ứng giống,nhau
anh sẽ đi rửa bát ngay lập,tức
từ giờ cho đến ngày anh,chết
em không quan tâm khi nào anh,rửa
nhưng nếu món đó có phô mai như nui,ziti
ít nhất xối nước trước nhé được,không
tất nhiên rồi,cưng
em yêu,anh
anh cũng yêu,em
thấy không ngay,đó
sao hai người làm,được
sao hai người giảng hòa,được
anh chẳng,biết
chắc đôi khi ta phải bỏ cái,tôi
sang một,bên
ừ và nhớ rằng tình,yêu
mình dành cho người,kia
còn quan trọng hơn,nhiều
so với thắng,cuộc
quan trọng hơn thắng,cuộc
thôi thôi,đi
nghiêm túc đấy bí kíp là,gì
được rồi nghe,này
thời kỳ mới yêu có thể đã,hết
nhưng giờ hai người có,thể
bước vào phần trải nghiệm thực,rồi
và thật lòng đó là phần tuyệt,nhất
ngủ,ngon
thế giờ chúng ta làm,gì
em nghĩ chúng ta sẽ phải bắt,đầu
nói nhiều và va chạm thực tế nhiều,hơn
ừ hay có cái ghế chỗ thang máy,kìa
ồ hay hơn,đấy
này ta không phải cặp,đôi
tuyệt vời nhất thế giới thì sao,chứ
chính xác đây đâu phải cuộc,đua
,phải
chúng ta thắng,rồi
cặp đôi tuyệt nhất thế,giới
,tuyệt
biết gì không mấy ly này làm bằng,nhựa
và mình cứ thế vứt nó,đi
tức là không có bát đĩa bẩn trong,bồn
anh bẩn,ghê
có khi em nên cho anh vào bồn,luôn
và khi vụ cãi cọ đầu tiên được giải,quyết
các vụ cãi cọ khác cũng đỡ hơn,theo
,1
đó là một buổi chiều yên,tĩnh
tháng 11 năm,2007
bố đang làm việc ở,nhà
vì các con biết đấy không bị phân,tâm
điều này thật,tuyệt
ôi chúa,ơi
không thể tin được ôi chúa,ơi
tôi có tin động,trời
được tin của tôi khá,lớn
nhưng rồi cậu nói,trước
được tôi vừa,biết
tôi tìm thấy một phim,đen
có ted mosby là diễn viên,chính
cậu đang nói gì,thế
tôi đang nói,về
chào mừng đến máy bay tình,ái
và xem ai là hoa tiêu đi ted,mosby
đánh vần giống hệt tên tôi,luôn
rồi biết đó trùng hợp dễ thương,đấy
barney sao cũng,được
tôi vừa nói chuyện điện thoại,với
ôi chúa,ơi
việc này lý giải việc xảy,ra
ở chỗ bác sĩ hôm,trước
mở rộng ra,nào
tôi đoán anh quen nói câu,đó
hơn là nghe nó phải không ted,mosby
anh chàng này là,ai
sao bác sĩ của tôi lại xem phim,đen
được rồi hãy cùng gặp bản sao anh,em
của cậu,nào
hay tôi nên gọi là bản sao phang,em
các,cậu
tôi có thể nói tin của mình,chưa
nó khá,là
điều này thật kỳ,lạ
mosby nổi tiếng duy nhất mà tôi,biết
là một tướng phe ly,khai
trong nội,chiến
có lẽ không phải là một,người
tôi được nhận vào nrdc,rồi
cậu được nhận,rồi
,ừ
nrdc hay hội đồng bảo,vệ
tài nguyên quốc,gia
đấu tranh để bảo tồn nguồn nước,sạch
không khí trong,lành
và thiên nhiên tinh khôi của nước,mỹ
công việc trong mơ của chú,marshall
chúc mừng anh,bạn
cảm ơn,cậu
hơi kỳ khi ôm nhau trước phim người,lớn
ừ đúng,thế
,này
người mới vào buồng,lái
liệu đó có phải là hoa,tiêu
ted mosby,không
,không
không hoa tiêu có ba sọc trên,mũ
phi công trưởng có bốn,sọc
đó là phi công,trưởng
ừ và tôi chắc rằng sự chuẩn,xác
trong từng chi,tiết
rất quan trọng với đạo,diễn
bẩn và điếm anh em nhà,raunch
em yêu anh có tin,vui
em mong đó không phải về,việc
anh vừa thắng một cuộc đua nào đó ở,đây
anh được nhận vào nrdc,rồi
và tôi tìm được phim đen có ted,mosby
ôi chúa ơi thật tuyệt,vời
tôi biết mà,nhỉ
ôi chúc mừng anh,marshall
chúc mừng tất cả chúng,ta
chúng ta phải ăn,mừng
việc tôi tìm ra một bộ phim,đen
có diễn viên ted mosby,ư
quẩy,thôi
đó là anh ta,sao
vì chàng ted mosby,đó
biết mình đang làm gì,đấy
không phải anh,ta
ý em là sao chàng ted mosby,đó
biết mình đang làm gì,đấy
ồ không ý em,là
chàng ted mosby,đó
anh ấy thật sự biết mình đang làm,gì
như những ted mosby,khác
chà nrdc làm tốt lắm,marshall
nhưng anh vẫn sẽ tới buổi phỏng,vấn
hôm nay phải không anh,yêu
buổi phỏng vấn của marshall,là
với hãng luật nicholson hewitt và,west
họ đại diện cho hầu hết những,người
marshall sẽ,kiện
một khi chú ấy bắt đầu làm việc ở,nrdc
anh sẽ không tới buổi phỏng vấn,đó
những người đó là ác,quỷ
marshall bố anh đã rất vất,vả
thu xếp buổi phỏng vấn,này
anh không thể rút,lui
vào phút cuối như,thế
có vẻ như là có,thể
ted anh chàng đội mũ ba,sọc
thưa quý ông và quý bà xin giới,thiệu
ted mosby ngôi sao phim,đen
em biết đây là loại máy bay gì,rồi
một chiếc,boeing
thấy chưa cái này thú vị,hơn
kỳ thực tập của marshall,nhiều
đó là một công việc chính,thức
anh chàng này là,ai
chúng tôi có họ hàng,không
nhìn tôi có giống anh ta,không
khó nói lắm làm thế này,đi
ồ có hơi,giống
đúng,thế
phần mắt,ấy
thấy,rồi
và nước của anh,đây
đề phòng khi anh khát ted,mosby
buồn cười đấy,wendy
chúng tôi biết cô cũng xem phim đen,rồi
anh chàng ted mosby này có vẻ nổi,tiếng
cậu nói không sai,đâu
theo như trang web của anh,chàng
ted mosby nổi tiếng hơn,này
anh ấy vào nghề được ba tháng,rồi
và đã đóng 125 bộ,phim
vậy là 42 bộ phim mỗi,tháng
anh ta là ai vậy jude law,chắc
phải không anh ấy đóng rất nhiều,phim
ý em là không phải gần,đây
mà có lẽ khoảng hai năm về,trước
không phim nào là không,có
ồ này xem,này
ted mosby đã phỏng,vấn
với tuần san phim người,lớn
tuần san phim người,lớn
ôi,không
xin,chào
chào tôi muốn gặp ted,mosby
đây là leonard ross từ,avw
chúa ơi,avw
đó là tuần san tầm nhìn kiến,trúc
chà tôi đã đọc các ấn phẩm của,ông
từ khi còn,bé
ồ đáng buồn thật,đấy
mà thôi tôi gọi điện để phỏng vấn,anh
về dự án vừa rồi của,anh
tôi không muốn nói là dự,án
của riêng,mình
ý tôi là tôi sẽ làm,việc
với ít nhất ba đối,tác
ồ làm việc nhóm à lúc nào cũng,vui
vâng tôi rất mong chờ dự án,này
ý tôi là tôi biết họ sẽ hành hạ tôi,nhiều
nhưng họ là những anh chàng tuyệt,vời
những anh chàng,ư
tin nóng đây,rồi
buổi phỏng vấn,đó
kéo dài thêm 20 phút,nữa
dự án này vô cùng vất,vả
tôi không đếm được bao nhiêu,đêm
mình đã nằm dài trên,bàn
ồ này anh yêu buổi phỏng vấn thế,nào
rất thú,vị
anh ngồi trong văn,phòng
của jefferson,coatswoth
và nghĩ dù gì cũng,không
nhận công việc,này
mình nên tận dụng cơ hội,này
để bày tỏ quan,điểm
jefferson coatsworth không như anh,nghĩ
,marshall
jeff,coatsworth
chào,anh
anh,bạn
tôi rất hào hứng khi được gặp,anh
uống bia,nhé
marshall đã rất bất,ngờ
anh chàng này có vẻ là người,tốt
tất nhiên là không,phải
ba năm,sau
cút hết xuống địa ngục,đi
tôi sẽ làm lại lần,nữa
tôi vô,tội
,marshall
sao anh lại muốn làm việc,cho
nicholson hewitt và,west
phải được rồi,jeff
thật ra tôi đã suy nghĩ rất,nhiều
tôi xin lỗi dừng,lại
tôi không thể nghiêm túc,được
anh không muốn làm việc ở,đây
anh ở đây vì bố,anh
học cùng trường trung học với joe,hewitt
thật ra anh vừa nhận,được
một công việc tốt ở,nrdc
và điều đó thật,tuyệt
bạn ạ tôi đã có,thể
theo con đường phi lợi,nhuận
nhưng,không
và tôi luôn nuối tiếc về điều,đó
tôi ghét bản thân,mình
tôi ghét bản thân,mình
ồ hắn giỏi,đấy
kỹ thuật quyến rũ kinh,điển
ý cậu là,sao
ồ tôi dùng kỹ thuật đó,suốt
đầu tiên là mua cho cô,ấy
ở đây là cậu một ly,rượu
giờ thì tôi là anh,chàng
mang đến thứ cô ấy,cần
rồi tôi giả vờ quan,tâm
về thứ ngu ngốc gì đó mà cô ấy quan,tâm
với cậu đó là môi,trường
và tôi là chàng trai tuyệt,vời
có cùng sở,thích
và trong chớp,mắt
cậu sẽ trần chuồng ở trên giường của,tôi
và gào lên ôi,barney
và khi nói cậu ý tôi là cô,ấy
anh ta không cố gắng quyến rũ,tôi
anh ta còn chẳng mời tôi,làm
cái đó sẽ là vào bữa,tối
anh ta đã mời cậu ăn tối phải,không
hãy để tôi mời anh bữa,tối
tối mai như một lời cảm ơn được,không
anh sẽ kể cho tôi nghe về,nrdc
và ta sẽ tính,hết
lên một thân chủ xấu xa của,tôi
biết đó tôi không biết,nữa
anh có biết thịt bò kobe,chứ
thứ thịt bò đắt nhất thế,giới
nơi tôi sẽ dẫn anh đi có món tôm hùm,kobe
đó là tôm hùm được nuôi bằng thịt bò,kobe
ôi chúa ơi anh ta cố quyến rũ,tôi
vậy anh có đi ăn tối với anh ta,không
không đời,nào
tôi đã thề sẽ làm cho nrdc,rồi
tôi không phải loại luật sư,đó
ồ anh nên,đi
ý em là anh sẽ không nhận,lời
nhưng cứ thưởng thức một bữa ăn ngon,thôi
đừng đợi,tôi
mọi người xem,này
hồ sơ của ngôi sao ted,mosby
cho biết quê anh ta là quê của,anh
shaker heights,ohio
gì,cơ
được rồi bắt đầu ghê rợn,đấy
anh chàng này là,ai
tôi phải tìm anh,ta
anh may mắn,đấy
anh ta sẽ có buổi ký,tặng
tối nay ở,manhattan
tại nơi gọi là triển lãm phim người,lớn
khoan,đã
cậu đang nói là người ta có triển,lãm
dành cho phim người lớn,sao
chắc chắn,rồi
hay nói cách khác là chúa phù hộ nước,mỹ
có thể nếm được vị thịt,bò
trong con tôm hùm,đó
phải vậy,không
nghe,này
tôi biết anh ở,đây
để hủy hoại thân chủ của,tôi
kẻ đó đúng thật là đáng bị như,thế
nhưng tôi cần phải nói với các,sếp
là tôi đã cố gắng chiêu mộ anh,nhé
nên đầu,tiên
lương khởi,điểm
được,rồi
bắt đầu,rồi
đây sẽ là một con số,lớn
để làm tôi ấn tượng,và
đó quả là một con số,lớn
ngoài ra còn có tiền thưởng ký hợp,đồng
quyền sử dụng ô tô của công,ty
công tác,phí
này nhân tiện hãy quay,lại
và vẫy chào patrick,swayze
,này
tôi đang cố tỏ vẻ bình,tĩnh
nhưng anh biết patrick swayze,sao
một khách hàng,đấy
anh nghĩ ai tặng ta chai rượu,này
swayze điên,khùng
cạn ly nhé anh,bạn
được rồi,không
jeff mọi thứ đều rất ấn,tượng
nhưng tôi không,nghĩ
nghe này tôi hiểu,mà
anh sẽ không bị cám,dỗ
bởi lương cao và phúc lợi,tốt
anh sẽ làm điều cao,thượng
nhận công việc lương thấp ở,nrdc
sống dựa vào tiền của gia,đình
tiền của gia,đình
gia đình anh có tiền mà phải,không
không theo như tôi biết thì,không
tôi có người,chú
sở hữu một cửa hàng mồi câu khá phát,đạt
nrdc gia đình không có,tiền
vậy anh không định có,con
thật ra tôi muốn có bốn đứa,con
ừ,thì
trường công ở new,york
làm nhiều phụ huynh khá lo,lắng
nhưng những đứa trẻ sống sót,được
chúng đều sống sót một cách tự,hào
nó trở thành một quyết định khó,khăn
con ạ khi bố đối,mặt
với quyết định khó,khăn
bố sẽ lấy quyển sổ vàng xưa,cũ
và liệt kê điểm tốt và điểm,xấu
marshall biết các điểm,xấu
nhưng có một điều chú ấy không,biết
một điểm tốt to,lớn
lily cậu là giáo viên mầm,non
,ừ
vì robin sắp hỏi lily một,câu
và cậu nhận,lương
của giáo viên mầm non phải,không
,ừ
mà lily đã sợ hãi nhiều năm,trời
thế cậu mua những thứ,đồ
đắt tiền này kiểu,gì
tôi chờ các đợt giảm,giá
chúng đã ở trong tủ khi chúng tôi dọn,đến
tôi ăn cắp tôi là một tội phạm có,lần
tôi bắn một người chỉ để nhìn ông ấy,chết
,lily
thôi được,rồi
đó là khi lily cho robin,xem
chiếc hộp xấu hổ của cô,ấy
lily điều này thật điên,rồ
cậu có bao nhiêu thẻ tín dụng,thế
tôi không,biết
cậu nợ bao nhiêu,tiền
tôi không,biết
chà không thể tin có nhiều,người
thích phim đen thế,này
bao gồm cả anh chàng bên nhân,sự
ở công ty tôi,nữa
chào hãy vẫy chào một cách ngượng,ngùng
thế sẽ đỡ hơn,đấy
thôi nào hãy đi tìm phiên bản kỳ,lạ
của tôi và rời khỏi nơi,này
ồ tôi hiểu,rồi
ted mosby không phải diễn viên phim,đen
nghĩ việc này thật tàn nhẫn và kinh,tởm
cậu biết ai khác tàn,nhẫn
và kinh tởm,không
,shakespeare
nhưng các chủ đề của ông,ấy
có tính toàn,chúng
như tình yêu dục,vọng
khát khao bị ngăn,cấm
nên đó là lý do tác phẩm của ông,ấy
trường tồn với thời,gian
và những thứ này cũng,thế
bốn trăm năm,nữa
các lớp nhạc kịch trung,học
sẽ diễn lại một phiên bản táo,bạo
nhiệt huyết của bữa tiệc thịt bò,vii
ôi chúa ơi,lily
đây là một số nợ khổng,lồ
sao cậu lại rơi vào hoàn cảnh,này
tôi cũng không biết,nữa
khi cảm thấy buồn về việc,gì
tôi đi mua,sắm
thưa cô mọi việc ổn cả,chứ
ồ tôi chỉ vừa cãi nhau với mẹ,mình
bà ấy chẳng hiểu tôi gì,cả
tôi đã thề rằng dạy học sẽ giúp,cho
công việc vẽ tranh của,mình
nhưng tôi chẳng bao giờ vẽ,nữa
tôi vừa nhận,được
một hóa đơn thẻ tín dụng khổng,lồ
marshall có biết,không
,không
nhưng hai cậu lúc,nào
cũng tâm sự hết với nhau,mà
và vì chúa lily cậu còn nhắn,tin
cho marshall khi anh ấy đi vệ sinh,mà
tôi chỉ muốn anh ấy biết,rằng
tôi đang cổ vũ cho anh,ấy
khoan đã được,rồi
mọi việc trở nên hợp lý,rồi
vậy khi cậu,nói
nhưng anh vẫn sẽ tới buổi phỏng,vấn
hôm nay phải không anh,yêu
và sau,đó
ồ anh nên,đi
ý em là anh cũng sẽ không nhận,lời
nhưng cứ thưởng thức một bữa ăn ngon,thôi
cậu đang đốc thúc anh,ấy
nhận công việc tập đoàn trả lương cao,đó
tôi,biết
thật tồi tệ vì tôi đã,cố
ép anh ấy làm việc,đó
tồi tệ ư anh ấy phải nhận công việc,đó
ý tôi là nếu không cậu sẽ trả nợ kiểu,gì
lily cậu phải nói với anh ấy về số,nợ
trước khi anh ấy từ chối công việc,đó
cậu nói đúng tôi cảm thấy thật tồi,tệ
biết đó có chỗ giảm,giá
ta sẽ không đi mua,sắm
anh ta kia rồi đi,nào
sao tôi luôn thấy hồi,hộp
trước người nổi tiếng,nhỉ
chào ted,mosby
tôi là ted,mosby
ted mosby là,anh
chúng ta đã gặp,sao
anh,mosby
đây là một vinh hạnh khi được gặp,anh
starney binson barney,stinson
chết,tiệt
chúng ta đã từng,gặp
tên thật của tôi là steve,biel
năm tôi học lớp bốn anh học lớp,chín
và một hôm tôi đang ở sau,trường
và một lũ lớp bảy đánh tôi túi,bụi
ừ tôi nhớ rồi đó là anh,à
đúng thế và anh đã kéo chúng,ra
anh bảo chúng đi tìm ai,đó
bằng vai phải lứa mà bắt,nạt
lúc đó tôi đã,thề
nếu tôi làm được thứ gì đó của riêng,mình
tôi sẽ vinh danh anh bằng cách nào,đó
thế là anh lấy tên tôi và đóng,phim
chào mừng tới xe tải tình,ái
đúng,vậy
ừ nghe này,ted
anh phải ngừng sử dụng tên,tôi
tôi đang cố thành,đạt
với vai trò một kiến trúc,sư
kiến trúc,sư
kiểu như là kiến trúc sư tình,dục
gì,cơ
đúng biết đó ý hay,đấy
đó sẽ là một tựa phim tuyệt,vời
ted mosby kiến trúc sư tình,dục
anh biết không tôi đang tìm một dự án,mới
để quay vào chiều thứ sáu,tới
ừ nghe này anh không còn cách nào,khác
để vinh danh tôi,sao
với tất cả sự tôn,trọng
khoan anh không giận phải,không
ôi trời tôi biết,mà
bố tôi đã,nói
trồng một cái cây ở israel là,được
tôi là một tên,ngốc
tôi cứ nghĩ anh sẽ rất hào hứng,cơ
tôi rất,vui
có mà chỉ là tôi cảm thấy hơi tội,lỗi
vì tôi không phải,là
người cứu anh ngày hôm,đó
người cứu anh thật ra tên,là
lance,hardwood
lance hardwood đúng,vậy
thật,sao
biết đó anh có thể không,biết
nhưng trong ngành,này
đó là một cái tên ăn tiền,đấy
ừ tôi đoán,thế
tôi có thể tưởng tượng ra áp phích,rồi
lance hardwood kiến trúc sư tình,dục
diễn viên ted,mosby
tôi thích,nó
marshall và jeff ngồi ở nhà,hàng
đến tối,muộn
muộn tới,mức
marshall phải ngủ lại trên ghế nhà,jeff
và ngày hôm sau marshall tham gia,vào
một truyền thống sáng chủ,nhật
có từ lâu đời hành trình hổ,thẹn
quãng đường dài về nhà sau,khi
làm một điều đáng,tiếc
vào đêm hôm,trước
tôi sẽ nhận công việc,đó
điều đó thật,tuyệt
đúng,vậy
đêm qua rất,vui
tôi sẽ gọi cho anh,sau
hắn sẽ không gọi,đâu
chào,em
chào,anh
em có nhận được tin nhắn,không
anh say,quá
ừ nghe này em có chuyện cần nói với,anh
anh cũng có chuyện phải nói với,em
chuyện của em khá to tát,đấy
em nói trước,đi
chuyện,là
anh đã nhận công việc,đó
anh rất xin,lỗi
anh đã say,khướt
và ở đó có xì gà và rượu,whisky
scotland và,swayze
và họ đề nghị trả,anh
rất nhiều,tiền
ồ,marshall
bao nhiêu,tiền
,đây
tuyệt,vời
thật là đáng khinh anh,biết
anh biết anh bị mua,chuộc
bởi một đống tiền bẩn,thỉu
số tiền bẩn thỉu có,thể
giúp gia đình tương lai của chúng,ta
mang đến nguồn tài chính vững,chắc
và giúp học phí trường luật trường,luật
trường luật mà anh đi,học
để giúp bảo vệ môi,trường
chứ không phải phá hủy,nó
và vì cái gì,chứ
vì rất nhiều,tiền
được rồi cậu phải ngừng hét,đi
nghe này marshall cậu,biết
tôi sẽ làm gì trong tình huống này,không
ted nếu cậu,nói
liệt kê điểm tốt và điểm,xấu
thì tôi sẽ đánh cậu,đấy
tôi không định nói,thế
được rồi hai cốc,bia
và ted đây là quyển sổ vàng mà anh,hỏi
gì cơ quyển sổ,vàng
tôi gọi khoai tây chiên cơ,mà
có lẽ cô nên dùng quyển sổ,này
để viết món được,gọi
các cậu tôi không biết phải làm gì,nữa
nhận số tiền,đó
tiền rất tốt tiền là hạnh,phúc
nếu tôi làm việc ở,đó
tôi sẽ đại diện cho những tập,đoàn
xấu xa nhất trên đời,này
nghe như điểm tốt và điểm xấu ấy,nhỉ
lily cậu phải nói cho anh,ấy
cậu có thể giúp anh ấy quyết,định
ồ tôi nghĩ là anh,ấy
có thể tự quyết,định
tôi không biết phải làm,gì
tôi thật sự không,biết
thôi được,rồi
,marshall
em có điều này muốn,nói
và nó sẽ giúp anh đưa ra quyết,định
tất nhiên,rồi
em còn hiểu anh hơn chính anh,nữa
